id,modern,unicode,traditional_or_variants,traditional_unicode,variant_unicodes,pinyin,radical,stroke_count,source_work,source_note,brief_gloss,simple_annotation,common_words,xinhua_base_status,shape_status,meaning_status,phonology_status,review_status,review_tags,review_notes
474,友,U+53CB,友,,,you3,又,4,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,朋友|友好|相亲相爱,友：现代主要用于表示朋友；友好；相亲相爱。常见用法如：朋友、友好、友情、友谊、校友。,朋友|友好|友情|友谊|校友,draft,pending,pending,pending,none,history_pending,
475,朋,U+670B,朋,,,peng2,月,8,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,朋友|结党或同类,朋：现代主要用于表示朋友；结党或同类。常见用法如：朋友、亲朋、宾朋、朋党、朋辈。,朋友|亲朋|宾朋|朋党|朋辈,draft,pending,pending,pending,none,history_pending,
476,组,U+7EC4,組,U+7D44,組:U+7D44,zu3,纟,8,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,组织|组合|小单位|量词,组：现代主要用于表示组织；组合；小单位；量词。常见用法如：组织、小组、组成、组合、组长。,组织|小组|组成|组合|组长,draft,pending,pending,pending,needs_review,variant_or_traditional|history_pending,含繁体/异体：組；需复核简繁对应、异体来源和义项是否完全合并。
477,织,U+7EC7,織,U+7E54,織:U+7E54,zhi1|zhi4,纟,8,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,用丝线等编成布帛|组织|旗帜相关古读,织：现代主要用于表示用丝线等编成布帛；组织；旗帜相关古读。常见用法如：组织、纺织、织布、交织、织物。,组织|纺织|织布|交织|织物,draft,pending,pending,pending,needs_review,polyphonic|variant_or_traditional|history_pending,多音字：zhi1、zhi4；需按义项和常用词复核读音排序。|含繁体/异体：織；需复核简繁对应、异体来源和义项是否完全合并。
478,造,U+9020,造,,,zao4,辶,10,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,制造|建设|编造|到达或成就,造：现代主要用于表示制造；建设；编造；到达或成就。常见用法如：制造、创造、建造、造句、造就。,制造|创造|建造|造句|造就,draft,pending,pending,pending,none,history_pending,
479,广,U+5E7F,廣,U+5EE3,廣:U+5EE3,guang3|an1,广,3,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,宽大|扩大|多|广泛|庵相关古读,广：现代主要用于表示宽大；扩大；多；广泛；庵相关古读。常见用法如：广大、广告、广场、广泛、推广。,广大|广告|广场|广泛|推广,draft,pending,pending,pending,needs_review,polyphonic|variant_or_traditional|history_pending,多音字：guang3、an1；需按义项和常用词复核读音排序。|含繁体/异体：廣；需复核简繁对应、异体来源和义项是否完全合并。
480,告,U+544A,告,,,gao4,口,7,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,告诉|声明|请求|通知,告：现代主要用于表示告诉；声明；请求；通知。常见用法如：告诉、广告、报告、公告、告别。,告诉|广告|报告|公告|告别,draft,pending,pending,pending,none,history_pending,
481,牌,U+724C,牌,,,pai2,片,12,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,牌子|凭证|娱乐用具|品牌,牌：现代主要用于表示牌子；凭证；娱乐用具；品牌。常见用法如：品牌、牌子、招牌、纸牌、车牌。,品牌|牌子|招牌|纸牌|车牌,draft,pending,pending,pending,none,history_pending,
482,店,U+5E97,店,,,dian4,广,8,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,商店|旅舍|铺面,店：现代主要用于表示商店；旅舍；铺面。常见用法如：商店、饭店、店铺、酒店、书店。,商店|饭店|店铺|酒店|书店,draft,pending,pending,pending,none,history_pending,
483,客,U+5BA2,客,,,ke4,宀,9,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,客人|旅居他乡的人|顾客|客观,客：现代主要用于表示客人；旅居他乡的人；顾客；客观。常见用法如：客人、客户、顾客、客观、请客。,客人|客户|顾客|客观|请客,draft,pending,pending,pending,none,history_pending,
484,价,U+4EF7,價,U+50F9,價:U+50F9,jia4|jie4,亻,6,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,价格|价值|化合价|介绍人古义读音,价：现代主要用于表示价格；价值；化合价；介绍人古义读音。常见用法如：价格、价值、评价、代价、价钱。,价格|价值|评价|代价|价钱,draft,pending,pending,pending,needs_review,polyphonic|variant_or_traditional|history_pending,多音字：jia4、jie4；需按义项和常用词复核读音排序。|含繁体/异体：價；需复核简繁对应、异体来源和义项是否完全合并。
485,钱,U+94B1,錢,U+9322,錢:U+9322,qian2,钅,10,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,货币|费用|钱财|姓氏,钱：现代主要用于表示货币；费用；钱财；姓氏。常见用法如：金钱、价钱、花钱、钱包、钱币。,金钱|价钱|花钱|钱包|钱币,draft,pending,pending,pending,needs_review,variant_or_traditional|history_pending,含繁体/异体：錢；需复核简繁对应、异体来源和义项是否完全合并。
486,费,U+8D39,費,U+8CBB,費:U+8CBB,fei4,贝,9,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,花费|费用|消耗|姓氏,费：现代主要用于表示花费；费用；消耗；姓氏。常见用法如：费用、免费、消费、学费、浪费。,费用|免费|消费|学费|浪费,draft,pending,pending,pending,needs_review,variant_or_traditional|history_pending,含繁体/异体：費；需复核简繁对应、异体来源和义项是否完全合并。
487,银,U+94F6,銀,U+9280,銀:U+9280,yin2,钅,11,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,金属银|银色|钱财或银行相关,银：现代主要用于表示金属银；银色；钱财或银行相关。常见用法如：银行、银子、银色、银河、白银。,银行|银子|银色|银河|白银,draft,pending,pending,pending,needs_review,variant_or_traditional|history_pending,含繁体/异体：銀；需复核简繁对应、异体来源和义项是否完全合并。
488,医,U+533B,醫,U+91AB,醫:U+91AB,yi1,匚,7,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,医生|医治|医学,医：现代主要用于表示医生；医治；医学。常见用法如：医生、医院、医学、医药、医疗。,医生|医院|医学|医药|医疗,draft,pending,pending,pending,needs_review,variant_or_traditional|history_pending,含繁体/异体：醫；需复核简繁对应、异体来源和义项是否完全合并。
489,病,U+75C5,病,,,bing4,疒,10,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,疾病|缺点|损害|忧虑,病：现代主要用于表示疾病；缺点；损害；忧虑。常见用法如：生病、疾病、病人、毛病、病院。,生病|疾病|病人|毛病|病院,draft,pending,pending,pending,none,history_pending,
490,院,U+9662,院,,,yuan4,阝,9,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,院子|机关或公共场所名称|学院,院：现代主要用于表示院子；机关或公共场所名称；学院。常见用法如：医院、学院、法院、院子、院长。,医院|学院|法院|院子|院长,draft,pending,pending,pending,none,history_pending,
491,药,U+836F,藥,U+85E5,藥:U+85E5,yao4,艹,9,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,药物|用药治疗|化学药剂,药：现代主要用于表示药物；用药治疗；化学药剂。常见用法如：医药、药品、药物、吃药、中药。,医药|药品|药物|吃药|中药,draft,pending,pending,pending,needs_review,variant_or_traditional|history_pending,含繁体/异体：藥；需复核简繁对应、异体来源和义项是否完全合并。
492,试,U+8BD5,試,U+8A66,試:U+8A66,shi4,讠,8,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,尝试|考试|试验,试：现代主要用于表示尝试；考试；试验。常见用法如：考试、试验、尝试、试题、试用。,考试|试验|尝试|试题|试用,draft,pending,pending,pending,needs_review,variant_or_traditional|history_pending,含繁体/异体：試；需复核简繁对应、异体来源和义项是否完全合并。
493,验,U+9A8C,驗,U+9A57,驗:U+9A57,yan4,马,10,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,检验|证实|经验,验：现代主要用于表示检验；证实；经验。常见用法如：经验、试验、检验、验证、体验。,经验|试验|检验|验证|体验,draft,pending,pending,pending,needs_review,variant_or_traditional|history_pending,含繁体/异体：驗；需复核简繁对应、异体来源和义项是否完全合并。
494,科,U+79D1,科,,,ke1,禾,9,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,学科|类别|机关单位|法律条文或判定,科：现代主要用于表示学科；类别；机关单位；法律条文或判定。常见用法如：科学、科技、学科、科目、外科。,科学|科技|学科|科目|外科,draft,pending,pending,pending,none,history_pending,
495,技,U+6280,技,,,ji4,扌,7,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,技能|技术|本领,技：现代主要用于表示技能；技术；本领。常见用法如：技术、科技、技能、技巧、技艺。,技术|科技|技能|技巧|技艺,draft,pending,pending,pending,none,history_pending,
496,项,U+9879,項,U+9805,項:U+9805,xiang4,页,9,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,脖子后部|项目|量词|款项,项：现代主要用于表示脖子后部；项目；量词；款项。常见用法如：项目、事项、款项、项链、强项。,项目|事项|款项|项链|强项,draft,pending,pending,pending,needs_review,variant_or_traditional|history_pending,含繁体/异体：項；需复核简繁对应、异体来源和义项是否完全合并。
